root:2018-12-07 14:30:16,688 -- DEBUG -- starting game
root:2018-12-07 14:31:46,182 -- WARNING -- no top level terrain for character to go to
root:2018-12-07 14:31:46,216 -- WARNING -- no top level terrain for character to go to
root:2018-12-07 14:31:46,251 -- WARNING -- no top level terrain for character to go to
root:2018-12-07 14:31:46,286 -- WARNING -- no top level terrain for character to go to
root:2018-12-07 14:31:46,910 -- WARNING -- no top level terrain for character to go to
root:2018-12-07 14:31:46,945 -- WARNING -- no top level terrain for character to go to
root:2018-12-07 14:31:46,979 -- WARNING -- no top level terrain for character to go to
root:2018-12-07 14:31:47,014 -- WARNING -- no top level terrain for character to go to
root:2018-12-07 14:31:47,050 -- WARNING -- no top level terrain for character to go to
root:2018-12-07 14:31:47,084 -- WARNING -- no top level terrain for character to go to
root:2018-12-07 14:31:47,119 -- WARNING -- no top level terrain for character to go to
root:2018-12-07 14:31:47,120 -- WARNING -- no top level terrain for character to go to
root:2018-12-07 14:31:47,155 -- WARNING -- no top level terrain for character to go to
root:2018-12-07 14:31:47,155 -- WARNING -- no top level terrain for character to go to
root:2018-12-07 14:31:47,190 -- WARNING -- no top level terrain for character to go to
root:2018-12-07 14:31:47,190 -- WARNING -- no top level terrain for character to go to
root:2018-12-07 14:31:47,225 -- WARNING -- no top level terrain for character to go to
root:2018-12-07 14:31:47,226 -- WARNING -- no top level terrain for character to go to
root:2018-12-07 14:31:47,260 -- WARNING -- no top level terrain for character to go to
root:2018-12-07 14:31:47,261 -- WARNING -- no top level terrain for character to go to
root:2018-12-07 14:31:47,294 -- WARNING -- no top level terrain for character to go to
root:2018-12-07 14:31:47,294 -- WARNING -- no top level terrain for character to go to
root:2018-12-07 14:31:47,329 -- WARNING -- no top level terrain for character to go to
root:2018-12-07 14:31:47,329 -- WARNING -- no top level terrain for character to go to
root:2018-12-07 14:31:47,364 -- WARNING -- no top level terrain for character to go to
root:2018-12-07 14:31:47,400 -- WARNING -- no top level terrain for character to go to
root:2018-12-07 14:31:47,435 -- WARNING -- no top level terrain for character to go to
root:2018-12-07 14:31:47,539 -- WARNING -- no top level terrain for character to go to
root:2018-12-07 14:31:47,575 -- WARNING -- no top level terrain for character to go to
root:2018-12-07 14:31:47,610 -- WARNING -- no top level terrain for character to go to
root:2018-12-07 14:31:47,644 -- WARNING -- no top level terrain for character to go to
root:2018-12-07 14:31:47,680 -- WARNING -- no top level terrain for character to go to
root:2018-12-07 14:31:47,714 -- WARNING -- no top level terrain for character to go to
root:2018-12-07 14:31:47,751 -- WARNING -- no top level terrain for character to go to
root:2018-12-07 14:31:47,786 -- WARNING -- no top level terrain for character to go to
root:2018-12-07 14:31:47,821 -- WARNING -- no top level terrain for character to go to
root:2018-12-07 14:31:47,856 -- WARNING -- no top level terrain for character to go to
root:2018-12-07 14:32:59,048 -- DEBUG -- exiting game.
